Armchair Antarctica Point Data (WGS84),,,,,,,,,,,,,,
-62.091639,-58.470944,34,Station,Machu Picchu Research Station,http://en.wikipedia.org/wiki/Machu_Picchu_Research_Station,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Peru.svg/125px-Flag_of_Peru.svg.png,station.gif,1989,,,,,, Peru
-62.083333,-58.391167,14,Station,Comandante Ferraz Brazilian Antarctic Base,http://en.wikipedia.org/wiki/Comandante_Ferraz_Brazilian_Antarctic_Base,http://upload.wikimedia.org/wikipedia/en/thumb/0/05/Flag_of_Brazil.svg/125px-Flag_of_Brazil.svg.png,station.gif,1984,,,,,, Brazil
-61.133333,-55.116667,86,Station,Stranding at Elephant Island: Imperial Trans-Antarctic Expedition 1914-17 (Shackleton),http://en.wikipedia.org/wiki/Imperial_Trans-Antarctic_Expedition,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,expedition.gif,1914,,,,,,
-60.737639,-44.739444,48,Station,Orcadas Base,http://en.wikipedia.org/wiki/Orcadas_Base,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Flag_of_Argentina.svg/125px-Flag_of_Argentina.svg.png,station.gif,1904,,,,,,Argentina
-60.716667,-45.6,60,Station,Signy Research Station,http://en.wikipedia.org/wiki/Signy_Research_Station,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,station.gif,1947,,,,,, United Kingdom
-54.696667,158.85,95,Station,Elephant Seal Colony,http://en.wikipedia.org/wiki/Elephant_seal,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
-54.5,158.95,70,Station,Macquarie Island Station,http://en.wikipedia.org/wiki/Macquarie_Island_Station,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,station.gif,1911,,,,,,
-54.15,-37.283333,78,Station,Peggoty Camp - Imperial Trans-Antarctic Expedition 1914-17,http://en.wikipedia.org/wiki/Peggotty_Bluff,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,expedition.gif,1914,,,,,,
,,13,Webcam,Casey Station Webcam,http://www.antarctica.gov.au/webcams/casey,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,webcam.gif,,,,,,,
,,16,Webcam,Davis Station Webcam,http://www.antarctica.gov.au/webcams/davis,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,webcam.gif,,,,,,,
,,70,Webcam,Macquarie Island Station Webcam,http://www.antarctica.gov.au/webcams/macquarie-island,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,webcam.gif,,,,,,,
,,39,Webcam,Mawson Station Webcam,http://www.antarctica.gov.au/webcams/mawson,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,webcam.gif,,,,,,,
,,49,Webcam,Palmer Station Webcam,http://www.usap.gov/videoclipsandmaps/palwebcam.cfm,http://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/125px-Flag_of_the_United_States.svg.png,webcam.gif,,,,,,,
,,4,Webcam,Amundsen–Scott South Pole Station Webcam,http://www.esrl.noaa.gov/gmd/obop/spo/livecamera.html,http://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/125px-Flag_of_the_United_States.svg.png,webcam.gif,,,,,,,
,,58,Webcam,Scott Base Webcam,http://www.antarcticanz.govt.nz/scott-base/webcams,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/125px-Flag_of_New_Zealand.svg.png,webcam.gif,,,,,,,
,,46,Webcam,Neumayer-Station III Webcam,http://www.awi.de/NM_WebCam/neumayerW.last.jpg,http://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/125px-Flag_of_Germany.svg.png,webcam.gif,,,,,,,
,,9,Webcam,Bernardo O'Higgins Station Webcam,http://www.martingrund.de/pinguine/pinguincam1.htm,http://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/125px-Flag_of_Germany.svg.png,webcam.gif,,,,,,,
,,24,Webcam,Halley Research Station Webcam,http://www.antarctica.ac.uk/images/webcams/halley/index.php,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,webcam.gif,,,,,,,
,,53,Webcam,Rothera Research Station Webcam,http://www.antarctica.ac.uk/images/webcams/rothera/index.php,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,webcam.gif,,,,,,,
,,64,Webcam,Troll Station Webcam,http://www.worldincams.com/antartica/antarctica/antarctica-troll-station-unknown-city.html,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/125px-Flag_of_Norway.svg.png,webcam.gif,,,,,,,
,,71,Webcam,Mount Erebus Volcano Webcam,http://erebus.nmt.edu/index.php/live-imagery-menu,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,webcam.gif,,,,,,,
,,15,Webcam,Dome C Engine Module Webcam,http://mcba11.phys.unsw.edu.au/~plato/recent.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,webcam.gif,,,,,,,Australia
,,15,Webcam,Dome C CSTAR Telescope Webcam,http://mcba11.phys.unsw.edu.au/~plato/recent-2.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,webcam.gif,,,,,,,
,,15,Webcam,Dome C Instrument Module Webcam,http://mcba11.phys.unsw.edu.au/~plato/recent-4.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,webcam.gif,,,,,,,
,,72,Webcam,Union Glacier Runway Webcam,http://www.thistle.org/cgi-bin/dispcgi_wx7_latest_03?today.csv,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,webcam.gif,,,,,,,
,,73,Webcam,Thiel Mountains Runway Webcam,http://www.thistle.org/cgi-bin/dispcgi_wx8_latest_01?today.csv,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,webcam.gif,,,,,,,
,,45,Webcam,Koldeway Station Webcam,http://www.awi.de/en/discover/webcams/koldewey_station/,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,webcam.gif,,,,,,,
,,81,Photo,"Members on Beardmore Glacier at N.E. end of the Big Nunatak, British Antarctic Expedition, 1907-1909",http://nla.gov.au/nla.pic-vn3117299-v,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,photo.gif,,,,,,,
,,81,Photo,"Colony of penguins on ice, Shackleton Antarctic expedition, 1907-1909",http://nla.gov.au/nla.pic-an24647965-v,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,photo.gif,,,,,,,
,,81,Photo,"Expedition members on ice in front of Nimrod with smoke coming out of funnel, Shackleton Antarctic expedition, 1907-1909",http://nla.gov.au/nla.pic-an24648014-v,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,photo.gif,,,,,,,
,,81,Photo,"Motor car, Shackleton Antarctic expedition, 1907-1909",http://nla.gov.au/nla.pic-an24648146-v,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,photo.gif,,,,,,,
,,71,Photo,"Erebus in Eruption, June 14th, 1908, British Antarctic Expedition, 1907-1909",http://nla.gov.au/nla.pic-vn3208653-v,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,photo.gif,,,,,,,
,,84,Photo,Portrait of Captain Roald Amundsen on the Fram,http://nla.gov.au/nla.pic-an22770411-v,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/125px-Flag_of_Norway.svg.png,photo.gif,,,,,,,
,,81,Photo,"Dr James Murray, expedition biologist (holding the dog) and Frank Wild, onboard Nimrod, 1907-1909",http://nla.gov.au/nla.pic-an23737589-v,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,photo.gif,,,,,,,
,,81,Photo,"George Marston, expedition artist, instructing penguin, 1907-1909",http://nla.gov.au/nla.pic-an23738546-v,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,photo.gif,,,,,,,
,,82,Photo,"Harold Hamilton standing outside hut, Australasian Antarctic Expedition 1911-1914",http://nla.gov.au/nla.pic-vn3117223-v,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,photo.gif,,,,,,,
,,82,Photo,"Rocks with snow capped peaks in the background, Australasian Antarctic Expedition, 1911-1914",http://nla.gov.au/nla.pic-vn3117332-v,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,photo.gif,,,,,,,
,,82,Photo,"Campsite with rocky edge in background, Australasian Antarctic Expedition, 1911-1914",http://nla.gov.au/nla.pic-vn3117390-v,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,photo.gif,,,,,,,
,,82,Photo,"Blade-like ice crystals growing over everything in low temperature laboratory, Australasian Antarctic Expedition, 1911-1914",http://nla.gov.au/nla.pic-vn3117437-v,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,photo.gif,,,,,,,
,,82,Photo,"The interior of a hut, Australasian Antarctic Expedition 1911-1914",http://nla.gov.au/nla.pic-vn3117456-v,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,photo.gif,,,,,,,
,,82,Photo,"Mawson's Australian Antarctic Expedition in polar seas, 1912",http://nla.gov.au/nla.pic-an23814336-v,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,photo.gif,,,,,,,
,,82,Photo,"Mawson's Australian Antarctic Expedition in polar seas, 1912",http://nla.gov.au/nla.pic-an23814382-v,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,photo.gif,,,,,,,
,,82,Photo,"Two tents on a barren ice plain, Australasian Antarctic Expedition, 1911-1914",http://nla.gov.au/nla.pic-vn3122181-v,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,photo.gif,,,,,,,
,,82,Photo,"Royal penguins congregated on beach at Macquarie Island, Australasian Antarctic Expedition, 1911-1914",http://nla.gov.au/nla.pic-vn3240788-v,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,photo.gif,,,,,,,
,,86,Twitter,Tweeting from the Imperial Trans-Antarctic Expedition of 1914-1917,https://twitter.com/EShackleton,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,comment.gif,,,,,,,
,,87,Photo,Scott Memorial on Observation Hill,http://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Cross_on_Observation_Hill_-_Scott_memorial.jpg/407px-Cross_on_Observation_Hill_-_Scott_memorial.jpg,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,photo.gif,,,,,,,
,,50,Twitter,Princess Elisabeth Zero Emission Polar Scientific Research Station,https://twitter.com/AntarcticBase,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Belgium.svg/125px-Flag_of_Belgium.svg.png,comment.gif,,,,,,,
,,70,Twitter,"Macca, Field Traning Officer at Macquarie Island",https://twitter.com/Macca_FTO,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,comment.gif,,,,,,,
,,40,Twitter,McMurdo Times,https://twitter.com/McMurdoTimes,http://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/125px-Flag_of_the_United_States.svg.png,comment.gif,,,,,,,
,,88,Twitter,Pine Island Glacier,https://twitter.com/AntarcticPIG,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,comment.gif,,,,,,,
,,89,Twitter,Average Adelie,https://twitter.com/AverageAdelie,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,penguin.gif,,,,,,,
,,13,Twitter,"David Barringhouse, Photographer",https://twitter.com/AntarcticHorse,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,comment.gif,,,,,,,
,,24,Twitter,"James, Antarctic Doctor",https://twitter.com/jamespwt,http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,comment.gif,,,,,,,
,,85,Trove Article,"Despatch from Antarctica - The West Australian, 2nd April, 1912",http://trove.nla.gov.au/ndp/del/article/23868807,http://www.armchairantarcti.ca/images/Trove001.jpg,star.gif,1912,,,,,,
,,11,Trove Article,"Mapping Antarctica - The West Australian - 24th December, 1947",http://trove.nla.gov.au/ndp/del/article/46827004,http://www.armchairantarcti.ca/images/Trove002.jpg,star.gif,1947,,,,,,
,,90,Trove Article,"Happenings in Antarctica - The West Australian - 14th February, 1950",http://trove.nla.gov.au/ndp/del/article/47829198,http://www.armchairantarcti.ca/images/Trove003.jpg,star.gif,1950,,,,,,
,,91,Trove Article,"Commander Byrd's Discoveries - The West Australian - 7th February, 1929",http://trove.nla.gov.au/ndp/del/article/32257099,http://www.armchairantarcti.ca/images/Trove004.jpg,star.gif,1929,,,,,,
,,92,Trove Article,"Plane Missing in Antarctica - The West Australian - 23rd September, 1947",http://trove.nla.gov.au/ndp/del/article/46799905,http://www.armchairantarcti.ca/images/Trove005.jpg,star.gif,1947,,,,,,
,,93,Trove Article,"Byrd's Solitary Vigil - The West Australian - 25th February, 1939",http://trove.nla.gov.au/ndp/del/article/46304315,http://www.armchairantarcti.ca/images/Trove006.jpg,star.gif,1939,,,,,,
,,70,Trove Article,"Observatory is to be Built in Antarctica - The West Australian - 24th March, 1953",http://trove.nla.gov.au/ndp/del/article/55793077,http://www.armchairantarcti.ca/images/Trove007.jpg,star.gif,1953,,,,,,
,,93,Trove Article,"Rear Admiral Byrd Rescued from Advance Base - 15th October, 1934",http://trove.nla.gov.au/ndp/del/article/2375184,http://www.armchairantarcti.ca/images/Trove008.jpg,star.gif,1934,,,,,,
,,86,Trove Article,"Elephant Island Party, Shackleton's Effort Fails - The West Australian - 28th June, 1916",http://trove.nla.gov.au/ndp/del/article/26983561,http://www.armchairantarcti.ca/images/Trove009.jpg,star.gif,1916,,,,,,
,,86,Trove Article,"The Shackleton Expedition, Three Lives Lost - The West Australian - 6th February, 1917",http://trove.nla.gov.au/ndp/del/article/27289418,http://www.armchairantarcti.ca/images/Trove010.jpg,star.gif,1917,,,,,,
,,85,Trove Article,"Report from London, Scott's Alarming Fate - The West Australian - 11th February, 1913",http://trove.nla.gov.au/ndp/del/article/26866626,http://www.armchairantarcti.ca/images/Trove011.jpg,star.gif,1913,,,,,,
,,93,Trove Article,"Farewell to Little America - The West Australian - 17th May, 1947",http://trove.nla.gov.au/ndp/del/article/46312511,http://www.armchairantarcti.ca/images/Trove012.jpg,star.gif,1947,,,,,,
,,70,Trove Article,"Australian Expedition Lands - The West Australian - 14th April, 1948",http://trove.nla.gov.au/ndp/del/article/46903172,http://www.armchairantarcti.ca/images/Trove013.jpg,star.gif,1948,,,,,,
,,89,Audio,Sounds of Antarctica - Adélie penguins squabbling,http://www.antarctica.gov.au/__data/assets/mp3_file/0013/20425/adelie_squabble.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,penguin.gif,,,,,,,
,,94,Audio,Sounds of Antarctica - Emperor Penguin adults and chicks,http://www.antarctica.gov.au/__data/assets/mp3_file/0012/20424/emperor_penguins.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,penguin.gif,,,,,,,
,,94,Audio,Sounds of Antarctica - Emperor Penguin sneezing,http://www.antarctica.gov.au/__data/assets/mp3_file/0014/20426/emperor_sneeze.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,penguin.gif,,,,,,,
,,95,Audio,Sounds of Antarctica - Elephant Seal claiming its territory,http://www.antarctica.gov.au/__data/assets/mp3_file/0017/103931/ElephantSeal.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
,,96,Audio,Sounds of Antarctica - Weddell Seal breathing,http://www.antarctica.gov.au/__data/assets/mp3_file/0010/20422/seal_breath.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
,,96,Audio,Sounds of Antarctica - Weddell Seal underwater call,http://www.antarctica.gov.au/__data/assets/mp3_file/0015/20418/call1.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
,,96,Audio,Sounds of Antarctica - Weddell Seal underwater call,http://www.antarctica.gov.au/__data/assets/mp3_file/0016/20419/call2.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
,,96,Audio,Sounds of Antarctica - Weddell Seal underwater call,http://www.antarctica.gov.au/__data/assets/mp3_file/0008/20420/call3.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
,,96,Audio,Sounds of Antarctica - Weddell Seal underwater call,http://www.antarctica.gov.au/__data/assets/mp3_file/0009/20421/call4.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
,,96,Audio,Sounds of Antarctica - Weddell Seal yawning,http://www.antarctica.gov.au/__data/assets/mp3_file/0011/20423/seal_yawn.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
,,97,Audio,Sounds of Antarctica - Blue Whale song,http://www.antarctica.gov.au/__data/assets/mp3_file/0007/95794/pygmy-blue-whale-norm.mp3,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,whale.gif,,,,,,,
,,94,Photo,Creche of Emperor Penguin chicks (Aptenodytes forsteri) at Auster Rookery (Photo: Wayne Papps),http://images.aad.gov.au/img.py/9.jpg?width=640&height=427,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,penguin.gif,,,,,,,
,,94,Photo,Emperor Penguin chick at Auster (Photo: Kirsten Johnston),http://images.aad.gov.au/img.py/1895.jpg?width=321&height=480,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,penguin.gif,,,,,,,
,,89,Photo,Adelie Penguin (Pygoscelis adeliae) (Photo: Diana Calder),http://images.aad.gov.au/img.py/13.jpg?width=800&height=534,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,penguin.gif,,,,,,,
,,95,Photo,Elephant Seal (Mirounga leonina) at Lusitana Bay (Photo: Christo Baars),http://images.aad.gov.au/img.py/27.jpg?width=800&height=534,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
,,97,Photo,Blue Whale (Balaenoptera musculus) (Photo: Mike Baird),http://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Blue_whale_tail.JPG/800px-Blue_whale_tail.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,whale.gif,,,,,,,
,,96,Photo,Snoozing Weddell seal in East Bay (Photo: Gary Dowse),http://images.aad.gov.au/img.py/12ea.jpg?width=640&height=480,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_the_Antarctic_Treaty.svg/220px-Flag_of_the_Antarctic_Treaty.svg.png,seal.gif,,,,,,,
,,13,Photo,Casey Station Map (Australian Antarctic Division),http://www.armchairantarcti.ca/images/casey.jpg,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,station.gif,,,,,,,
,,16,Photo,Davies Station Map (Australian Antarctic Division),http://www.armchairantarcti.ca/images/davies.jpg,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,station.gif,,,,,,,
,,39,Photo,Mawson Station Map (Australian Antarctic Division),http://www.armchairantarcti.ca/images/mawson.jpg,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,station.gif,,,,,,,
,,70,Photo,Macquarie Island Station Map (Australian Antarctic Division),http://www.armchairantarcti.ca/images/macquarie.jpg,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,station.gif,,,,,,,
,,98,Photo,South Polar regions map drawn by Mawson - probable topography as deduced from available data (NLA),http://nla.gov.au/nla.map-rm4064-e,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,geo.gif,,,,,,,
,,98,Photo,Untitled linen tracing of Southern Ocean and Antarctica with MS additions to show the proposed exploration programme by Sir Douglas Mawson 1930-31 (NAA),http://recordsearch.naa.gov.au/NAAMedia/ShowImage.asp?B=999667&S=1&T=R,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,geo.gif,,,,,,,
,,70,Photo,Antarctica - Legal position and administration - Macquarie Island (NAA),http://recordsearch.naa.gov.au/NAAMedia/ShowImage.asp?B=278081&S=1&T=R,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/125px-Flag_of_Australia.svg.png,geo.gif,,,,,,,